Product Name,Category,Ingredients,Quantity Sold,Price,Cost per Unit,Total Revenue,Discount Applied,Customer Segment,Order Date,Expiration Date,Shelf Life (Days),Customer Age,Customer Gender,Payment Method,Order Type,Wastage Quantity,Review Rating,Packaging Type,When the Product Was Bought
Cheese Pastry,Cupcakes,"Cocoa, Baking Powder, Eggs",1,287,172.2,287,True,Business,2025-04-18,2025-04-21,3,51,Female,Credit Card,Single,2,2.0,Cloth Bag,2025-04-18
Cheese Pastry,Tarts,"Flour, Sugar, Milk",2,155,93.0,310,True,Business,2025-04-23,2025-04-29,6,50,Female,Cash,Single,2,2.9,Plastic Wrap,2025-04-23
Sourdough,Pastries,"Cocoa, Eggs, Butter",3,299,179.4,897,True,Individual,2025-04-15,2025-04-20,5,45,Other,Credit Card,Bulk,2,1.3,Paper Box,2025-04-15
Sourdough,Baked Goods,"Flour, Eggs, Milk",3,78,46.8,234,True,Family,2025-04-18,2025-04-23,5,24,Female,UPI,Single,2,4.5,Plastic Wrap,2025-04-18
Croissant,Cakes,"Eggs, Butter, Baking Powder",2,52,31.2,104,False,Individual,2025-04-15,2025-04-20,5,50,Other,Credit Card,Single,1,4.4,Paper Box,2025-04-15
Fruit Tart,Baked Goods,"Sugar, Butter, Milk",3,265,159.0,795,False,Individual,2025-04-16,2025-04-21,5,31,Male,Cash,Bulk,1,1.4,Cloth Bag,2025-04-16
Sourdough,Cupcakes,"Flour, Eggs, Baking Powder",1,159,95.4,159,True,Family,2025-04-15,2025-04-20,5,40,Other,Cash,Single,0,2.4,Cloth Bag,2025-04-15
Brownie,Baked Goods,"Sugar, Baking Powder, Eggs",1,212,127.2,212,True,Business,2025-04-12,2025-04-17,5,56,Other,UPI,Single,0,3.8,Paper Box,2025-04-12
Cheese Pastry,Cupcakes,"Cocoa, Baking Powder, Butter",1,221,132.6,221,False,Family,2025-04-13,2025-04-18,5,49,Male,UPI,Bulk,2,1.0,Cloth Bag,2025-04-13
Chocolate Cake,Pastries,"Butter, Eggs, Cocoa",3,267,160.2,801,True,Family,2025-04-21,2025-04-25,4,49,Male,Credit Card,Single,2,2.5,Paper Box,2025-04-21
Chocolate Cake,Pastries,"Sugar, Eggs, Flour",2,286,171.6,572,True,Business,2025-04-12,2025-04-17,5,29,Male,UPI,Bulk,2,1.3,Paper Box,2025-04-12
Chocolate Cake,Cakes,"Baking Powder, Cocoa, Butter",3,174,104.4,522,True,Family,2025-04-19,2025-04-22,3,20,Male,Debit Card,Bulk,0,1.5,Plastic Wrap,2025-04-19
Muffin,Baked Goods,"Cocoa, Milk, Baking Powder",3,276,165.6,828,True,Individual,2025-04-15,2025-04-19,4,36,Male,Credit Card,Single,1,1.7,Plastic Wrap,2025-04-15
Cheese Pastry,Cakes,"Milk, Eggs, Cocoa",1,53,31.8,53,True,Business,2025-04-13,2025-04-18,5,59,Other,Debit Card,Single,0,3.5,Plastic Wrap,2025-04-13
Vanilla Cupcake,Cakes,"Milk, Butter, Cocoa",2,243,145.8,486,False,Family,2025-04-20,2025-04-26,6,18,Female,UPI,Single,2,2.5,Plastic Wrap,2025-04-20
Fruit Tart,Baked Goods,"Sugar, Butter, Cocoa",2,263,157.8,526,False,Individual,2025-04-11,2025-04-14,3,24,Male,Debit Card,Single,2,4.0,Plastic Wrap,2025-04-11
Vanilla Cupcake,Cakes,"Milk, Baking Powder, Eggs",2,64,38.4,128,False,Family,2025-04-12,2025-04-16,4,23,Female,Cash,Bulk,1,3.8,Cloth Bag,2025-04-12
Chocolate Cake,Baked Goods,"Eggs, Cocoa, Flour",3,64,38.4,192,False,Business,2025-04-16,2025-04-21,5,19,Female,UPI,Single,2,3.4,Plastic Wrap,2025-04-16
Brownie,Pastries,"Butter, Cocoa, Flour",1,207,124.2,207,False,Business,2025-04-22,2025-04-26,4,57,Other,Credit Card,Bulk,1,2.2,Cloth Bag,2025-04-22
Brownie,Cakes,"Eggs, Milk, Butter",2,132,79.2,264,True,Business,2025-04-14,2025-04-19,5,19,Male,Debit Card,Single,2,1.5,Cloth Bag,2025-04-14
Cheese Pastry,Cupcakes,"Flour, Milk, Cocoa",3,86,51.6,258,True,Business,2025-04-23,2025-04-29,6,24,Other,Debit Card,Bulk,2,1.4,Plastic Wrap,2025-04-23
Chocolate Cake,Pastries,"Baking Powder, Milk, Eggs",1,194,116.4,194,True,Business,2025-04-19,2025-04-23,4,28,Other,Credit Card,Bulk,1,2.3,Plastic Wrap,2025-04-19
Brownie,Cakes,"Baking Powder, Flour, Cocoa",2,200,120.0,400,False,Individual,2025-04-22,2025-04-27,5,46,Other,UPI,Bulk,2,3.1,Cloth Bag,2025-04-22
Cheese Pastry,Baked Goods,"Flour, Baking Powder, Cocoa",1,116,69.6,116,True,Family,2025-04-17,2025-04-23,6,29,Male,Credit Card,Single,1,2.7,Cloth Bag,2025-04-17
Vanilla Cupcake,Cakes,"Eggs, Sugar, Baking Powder",3,284,170.4,852,True,Individual,2025-04-13,2025-04-16,3,20,Female,Debit Card,Bulk,1,1.1,Plastic Wrap,2025-04-13
Sourdough,Baked Goods,"Flour, Cocoa, Milk",1,133,79.8,133,True,Individual,2025-04-22,2025-04-25,3,36,Female,UPI,Bulk,0,4.5,Paper Box,2025-04-22
Croissant,Baked Goods,"Cocoa, Milk, Baking Powder",2,237,142.2,474,False,Individual,2025-04-21,2025-04-24,3,20,Other,Credit Card,Single,2,2.9,Plastic Wrap,2025-04-21
Chocolate Cake,Pastries,"Flour, Butter, Baking Powder",3,73,43.8,219,True,Individual,2025-04-12,2025-04-15,3,22,Male,UPI,Bulk,1,1.4,Plastic Wrap,2025-04-12
Muffin,Baked Goods,"Eggs, Milk, Flour",2,234,140.4,468,True,Individual,2025-04-17,2025-04-23,6,52,Other,Debit Card,Bulk,0,4.4,Plastic Wrap,2025-04-17
Chocolate Cake,Pastries,"Butter, Baking Powder, Milk",1,178,106.8,178,True,Business,2025-04-18,2025-04-22,4,20,Male,Debit Card,Bulk,0,1.6,Plastic Wrap,2025-04-18
Cheese Pastry,Cakes,"Butter, Eggs, Baking Powder",2,117,70.2,234,True,Individual,2025-04-24,2025-04-28,4,53,Female,Debit Card,Single,1,1.8,Paper Box,2025-04-24
Croissant,Cakes,"Sugar, Milk, Cocoa",2,272,163.2,544,False,Individual,2025-04-10,2025-04-13,3,57,Male,Debit Card,Bulk,0,3.6,Paper Box,2025-04-10
Brownie,Cupcakes,"Eggs, Baking Powder, Milk",1,95,57.0,95,True,Business,2025-04-22,2025-04-27,5,56,Other,Cash,Bulk,1,2.6,Paper Box,2025-04-22
Muffin,Tarts,"Sugar, Eggs, Baking Powder",2,142,85.2,284,False,Family,2025-04-11,2025-04-15,4,26,Other,UPI,Bulk,2,1.8,Paper Box,2025-04-11
Cheese Pastry,Pastries,"Eggs, Baking Powder, Flour",2,262,157.2,524,True,Family,2025-04-11,2025-04-17,6,24,Other,Debit Card,Single,1,2.8,Cloth Bag,2025-04-11
Croissant,Cakes,"Flour, Butter, Sugar",1,105,63.0,105,False,Business,2025-04-14,2025-04-18,4,47,Other,Cash,Bulk,0,2.1,Cloth Bag,2025-04-14
Croissant,Cakes,"Baking Powder, Butter, Flour",3,253,151.8,759,False,Family,2025-04-23,2025-04-29,6,25,Other,Debit Card,Single,1,2.7,Paper Box,2025-04-23
Vanilla Cupcake,Cupcakes,"Eggs, Butter, Cocoa",1,174,104.4,174,False,Individual,2025-04-16,2025-04-19,3,49,Other,Credit Card,Single,1,2.6,Plastic Wrap,2025-04-16
Brownie,Baked Goods,"Flour, Butter, Milk",3,292,175.2,876,False,Family,2025-04-24,2025-04-30,6,46,Female,Credit Card,Bulk,0,3.9,Cloth Bag,2025-04-24
Sourdough,Pastries,"Baking Powder, Eggs, Sugar",3,235,141.0,705,True,Family,2025-04-22,2025-04-25,3,25,Female,Cash,Single,1,2.6,Plastic Wrap,2025-04-22
Muffin,Pastries,"Baking Powder, Eggs, Butter",1,267,160.2,267,False,Family,2025-04-14,2025-04-19,5,55,Male,Cash,Single,2,3.3,Plastic Wrap,2025-04-14
Cheese Pastry,Cakes,"Eggs, Cocoa, Milk",2,257,154.2,514,True,Individual,2025-04-19,2025-04-22,3,45,Female,Credit Card,Single,2,2.1,Cloth Bag,2025-04-19
Croissant,Tarts,"Flour, Milk, Eggs",2,194,116.4,388,True,Family,2025-04-11,2025-04-16,5,24,Other,Cash,Single,0,4.4,Cloth Bag,2025-04-11
Muffin,Tarts,"Milk, Baking Powder, Flour",2,228,136.8,456,True,Family,2025-04-13,2025-04-16,3,51,Male,Debit Card,Single,0,2.0,Cloth Bag,2025-04-13
Sourdough,Pastries,"Baking Powder, Eggs, Milk",2,170,102.0,340,True,Family,2025-04-23,2025-04-26,3,27,Male,Cash,Single,2,4.1,Plastic Wrap,2025-04-23
Muffin,Tarts,"Baking Powder, Cocoa, Butter",2,294,176.4,588,True,Individual,2025-04-13,2025-04-16,3,23,Male,Debit Card,Single,1,1.0,Paper Box,2025-04-13
Muffin,Cupcakes,"Eggs, Sugar, Butter",2,144,86.4,288,False,Business,2025-04-21,2025-04-25,4,51,Other,Cash,Bulk,2,1.4,Cloth Bag,2025-04-21
Croissant,Pastries,"Sugar, Eggs, Flour",1,157,94.2,157,True,Business,2025-04-24,2025-04-29,5,56,Female,Credit Card,Single,1,3.5,Plastic Wrap,2025-04-24
Chocolate Cake,Tarts,"Eggs, Sugar, Flour",1,244,146.4,244,False,Family,2025-04-17,2025-04-20,3,47,Female,Credit Card,Single,2,3.4,Plastic Wrap,2025-04-17
Muffin,Cupcakes,"Sugar, Milk, Baking Powder",3,277,166.2,831,True,Individual,2025-04-17,2025-04-20,3,44,Other,Cash,Bulk,1,1.3,Plastic Wrap,2025-04-17
Fruit Tart,Baked Goods,"Flour, Sugar, Eggs",3,169,101.4,507,False,Business,2025-04-21,2025-04-27,6,42,Other,UPI,Bulk,2,1.9,Paper Box,2025-04-21
Vanilla Cupcake,Cupcakes,"Butter, Flour, Sugar",3,177,106.2,531,True,Family,2025-04-18,2025-04-24,6,57,Male,Debit Card,Single,0,4.2,Plastic Wrap,2025-04-18
Chocolate Cake,Cupcakes,"Baking Powder, Milk, Butter",2,63,37.8,126,True,Individual,2025-04-15,2025-04-21,6,29,Female,Cash,Bulk,0,2.3,Paper Box,2025-04-15
Fruit Tart,Tarts,"Eggs, Sugar, Flour",3,142,85.2,426,True,Individual,2025-04-16,2025-04-22,6,24,Female,Cash,Bulk,2,2.6,Plastic Wrap,2025-04-16
Vanilla Cupcake,Cakes,"Eggs, Butter, Baking Powder",3,119,71.4,357,True,Business,2025-04-23,2025-04-27,4,56,Other,Debit Card,Single,1,1.1,Cloth Bag,2025-04-23
Croissant,Baked Goods,"Butter, Milk, Cocoa",1,236,141.6,236,True,Individual,2025-04-16,2025-04-21,5,40,Male,UPI,Bulk,0,3.5,Paper Box,2025-04-16
Fruit Tart,Tarts,"Butter, Milk, Sugar",1,116,69.6,116,True,Individual,2025-04-13,2025-04-18,5,39,Female,Debit Card,Bulk,1,1.9,Plastic Wrap,2025-04-13
Muffin,Pastries,"Sugar, Flour, Butter",3,91,54.6,273,True,Family,2025-04-10,2025-04-16,6,39,Other,Cash,Single,2,2.1,Cloth Bag,2025-04-10
Fruit Tart,Cakes,"Milk, Baking Powder, Cocoa",2,186,111.6,372,False,Family,2025-04-11,2025-04-16,5,57,Female,Cash,Bulk,0,3.6,Cloth Bag,2025-04-11
Brownie,Pastries,"Flour, Butter, Sugar",1,67,40.2,67,True,Family,2025-04-22,2025-04-27,5,24,Female,UPI,Single,1,3.1,Paper Box,2025-04-22
Vanilla Cupcake,Cakes,"Milk, Flour, Cocoa",3,207,124.2,621,True,Family,2025-04-24,2025-04-30,6,19,Other,Credit Card,Bulk,2,4.6,Paper Box,2025-04-24
Vanilla Cupcake,Pastries,"Baking Powder, Flour, Butter",2,173,103.8,346,False,Individual,2025-04-20,2025-04-26,6,27,Male,UPI,Bulk,0,3.4,Paper Box,2025-04-20
Croissant,Cakes,"Cocoa, Butter, Sugar",1,111,66.6,111,False,Individual,2025-04-21,2025-04-25,4,28,Male,Debit Card,Single,0,2.0,Paper Box,2025-04-21
Vanilla Cupcake,Cakes,"Flour, Milk, Sugar",3,72,43.2,216,True,Family,2025-04-16,2025-04-22,6,41,Other,UPI,Bulk,2,4.2,Plastic Wrap,2025-04-16
Chocolate Cake,Baked Goods,"Eggs, Butter, Milk",2,179,107.4,358,True,Individual,2025-04-22,2025-04-27,5,55,Female,Credit Card,Single,0,2.4,Plastic Wrap,2025-04-22
Muffin,Cupcakes,"Eggs, Cocoa, Flour",2,253,151.8,506,True,Family,2025-04-19,2025-04-24,5,30,Male,UPI,Bulk,2,2.7,Plastic Wrap,2025-04-19
Chocolate Cake,Baked Goods,"Milk, Sugar, Flour",3,280,168.0,840,False,Family,2025-04-18,2025-04-24,6,34,Male,UPI,Bulk,1,1.6,Paper Box,2025-04-18
Croissant,Baked Goods,"Butter, Cocoa, Eggs",2,130,78.0,260,False,Family,2025-04-20,2025-04-23,3,35,Female,Credit Card,Single,2,2.7,Plastic Wrap,2025-04-20
Chocolate Cake,Cakes,"Eggs, Flour, Butter",2,174,104.4,348,False,Family,2025-04-17,2025-04-21,4,36,Male,Credit Card,Bulk,1,2.7,Cloth Bag,2025-04-17
Cheese Pastry,Baked Goods,"Baking Powder, Cocoa, Milk",3,108,64.8,324,True,Individual,2025-04-23,2025-04-27,4,25,Male,Debit Card,Single,2,3.3,Plastic Wrap,2025-04-23
Cheese Pastry,Baked Goods,"Sugar, Butter, Eggs",3,70,42.0,210,False,Family,2025-04-16,2025-04-20,4,42,Female,UPI,Bulk,2,1.4,Paper Box,2025-04-16
Sourdough,Cakes,"Eggs, Flour, Butter",1,259,155.4,259,True,Family,2025-04-14,2025-04-18,4,46,Other,Debit Card,Single,1,3.1,Plastic Wrap,2025-04-14
Brownie,Cakes,"Flour, Sugar, Milk",1,297,178.2,297,False,Business,2025-04-13,2025-04-18,5,47,Male,UPI,Bulk,1,4.5,Paper Box,2025-04-13
Muffin,Cupcakes,"Eggs, Butter, Baking Powder",1,167,100.2,167,True,Individual,2025-04-17,2025-04-23,6,41,Other,UPI,Single,1,1.9,Plastic Wrap,2025-04-17
Fruit Tart,Cupcakes,"Flour, Eggs, Milk",3,294,176.4,882,False,Family,2025-04-15,2025-04-20,5,28,Male,UPI,Single,1,1.1,Paper Box,2025-04-15
Croissant,Baked Goods,"Flour, Milk, Butter",2,60,36.0,120,False,Individual,2025-04-19,2025-04-22,3,41,Male,Debit Card,Bulk,0,2.8,Paper Box,2025-04-19
Muffin,Cakes,"Milk, Sugar, Cocoa",1,210,126.0,210,False,Family,2025-04-13,2025-04-16,3,24,Female,Debit Card,Single,0,1.5,Plastic Wrap,2025-04-13
Muffin,Cakes,"Cocoa, Milk, Flour",1,89,53.4,89,False,Family,2025-04-14,2025-04-17,3,54,Other,Credit Card,Bulk,2,1.6,Paper Box,2025-04-14
Sourdough,Tarts,"Butter, Milk, Sugar",2,54,32.4,108,True,Family,2025-04-13,2025-04-18,5,58,Male,Credit Card,Bulk,0,1.7,Plastic Wrap,2025-04-13
Muffin,Cakes,"Baking Powder, Cocoa, Eggs",2,147,88.2,294,True,Business,2025-04-10,2025-04-14,4,39,Male,Credit Card,Bulk,0,4.9,Cloth Bag,2025-04-10
Muffin,Cakes,"Cocoa, Eggs, Flour",2,216,129.6,432,False,Family,2025-04-21,2025-04-25,4,59,Male,Credit Card,Single,1,1.1,Cloth Bag,2025-04-21
Vanilla Cupcake,Baked Goods,"Eggs, Butter, Cocoa",1,153,91.8,153,False,Family,2025-04-16,2025-04-20,4,46,Female,Cash,Single,0,2.2,Paper Box,2025-04-16
Croissant,Baked Goods,"Sugar, Milk, Flour",3,285,171.0,855,True,Family,2025-04-23,2025-04-26,3,27,Female,Debit Card,Bulk,1,1.5,Cloth Bag,2025-04-23
Cheese Pastry,Baked Goods,"Butter, Milk, Flour",3,152,91.2,456,True,Family,2025-04-23,2025-04-28,5,55,Female,Debit Card,Bulk,2,4.9,Paper Box,2025-04-23
Vanilla Cupcake,Cakes,"Flour, Eggs, Cocoa",3,231,138.6,693,False,Business,2025-04-10,2025-04-15,5,53,Female,Credit Card,Single,2,3.4,Cloth Bag,2025-04-10
Chocolate Cake,Pastries,"Eggs, Baking Powder, Butter",3,210,126.0,630,True,Family,2025-04-11,2025-04-17,6,33,Other,Credit Card,Bulk,2,5.0,Paper Box,2025-04-11
Sourdough,Cakes,"Sugar, Baking Powder, Flour",3,196,117.6,588,False,Family,2025-04-12,2025-04-17,5,42,Male,Cash,Bulk,1,3.6,Plastic Wrap,2025-04-12
Chocolate Cake,Pastries,"Sugar, Butter, Flour",2,185,111.0,370,True,Family,2025-04-14,2025-04-17,3,22,Female,Debit Card,Single,2,4.9,Cloth Bag,2025-04-14
Brownie,Tarts,"Milk, Eggs, Cocoa",3,183,109.8,549,False,Family,2025-04-23,2025-04-27,4,51,Other,Credit Card,Single,1,1.0,Plastic Wrap,2025-04-23
Sourdough,Baked Goods,"Sugar, Flour, Baking Powder",1,157,94.2,157,False,Business,2025-04-12,2025-04-17,5,41,Male,Debit Card,Bulk,1,3.5,Cloth Bag,2025-04-12
Sourdough,Pastries,"Flour, Baking Powder, Sugar",2,203,121.8,406,True,Family,2025-04-18,2025-04-24,6,27,Other,Debit Card,Bulk,1,1.9,Cloth Bag,2025-04-18
Muffin,Pastries,"Sugar, Milk, Baking Powder",1,282,169.2,282,True,Family,2025-04-18,2025-04-23,5,29,Male,UPI,Bulk,0,1.4,Cloth Bag,2025-04-18
Sourdough,Tarts,"Flour, Baking Powder, Milk",2,183,109.8,366,False,Family,2025-04-24,2025-04-30,6,29,Female,UPI,Bulk,1,1.4,Plastic Wrap,2025-04-24
Cheese Pastry,Tarts,"Milk, Baking Powder, Sugar",1,273,163.8,273,True,Individual,2025-04-12,2025-04-15,3,18,Other,UPI,Bulk,0,4.1,Paper Box,2025-04-12
Vanilla Cupcake,Tarts,"Flour, Cocoa, Baking Powder",1,132,79.2,132,False,Business,2025-04-21,2025-04-25,4,43,Female,UPI,Bulk,1,1.5,Plastic Wrap,2025-04-21
Brownie,Cakes,"Flour, Milk, Butter",3,265,159.0,795,True,Business,2025-04-21,2025-04-25,4,48,Other,Debit Card,Single,0,2.8,Cloth Bag,2025-04-21
Chocolate Cake,Cupcakes,"Milk, Eggs, Butter",2,294,176.4,588,False,Business,2025-04-10,2025-04-15,5,36,Other,UPI,Bulk,2,3.1,Cloth Bag,2025-04-10
Vanilla Cupcake,Tarts,"Sugar, Eggs, Butter",1,102,61.2,102,False,Individual,2025-04-14,2025-04-18,4,42,Male,Cash,Bulk,2,2.3,Paper Box,2025-04-14
Fruit Tart,Cakes,"Cocoa, Eggs, Milk",2,55,33.0,110,True,Individual,2025-04-11,2025-04-16,5,26,Male,UPI,Single,0,4.8,Plastic Wrap,2025-04-11
Brownie,Cakes,"Cocoa, Baking Powder, Sugar",2,284,170.4,568,False,Family,2025-04-20,2025-04-26,6,58,Other,UPI,Single,1,2.4,Paper Box,2025-04-20
Sourdough,Baked Goods,"Baking Powder, Milk, Butter",3,164,98.4,492,False,Business,2025-04-24,2025-04-27,3,23,Female,Cash,Bulk,0,1.9,Paper Box,2025-04-24
Sourdough,Baked Goods,"Butter, Baking Powder, Cocoa",1,146,87.6,146,False,Individual,2025-04-18,2025-04-21,3,57,Male,UPI,Single,2,4.7,Paper Box,2025-04-18
Brownie,Tarts,"Eggs, Sugar, Baking Powder",2,161,96.6,322,False,Family,2025-04-19,2025-04-25,6,38,Male,Credit Card,Bulk,1,1.9,Paper Box,2025-04-19
Brownie,Pastries,"Eggs, Cocoa, Baking Powder",2,121,72.6,242,True,Family,2025-04-15,2025-04-21,6,54,Female,UPI,Bulk,2,1.1,Cloth Bag,2025-04-15
Muffin,Baked Goods,"Butter, Baking Powder, Sugar",2,273,163.8,546,True,Individual,2025-04-13,2025-04-19,6,51,Male,Debit Card,Bulk,2,3.8,Plastic Wrap,2025-04-13
Croissant,Cupcakes,"Flour, Milk, Cocoa",2,106,63.6,212,False,Family,2025-04-23,2025-04-26,3,19,Male,Debit Card,Bulk,1,2.4,Cloth Bag,2025-04-23
Fruit Tart,Cakes,"Milk, Cocoa, Eggs",3,94,56.4,282,True,Individual,2025-04-17,2025-04-20,3,39,Female,Debit Card,Bulk,2,1.2,Paper Box,2025-04-17
Croissant,Baked Goods,"Flour, Baking Powder, Butter",3,83,49.8,249,False,Individual,2025-04-14,2025-04-20,6,19,Female,Credit Card,Bulk,2,2.7,Plastic Wrap,2025-04-14
Sourdough,Pastries,"Butter, Eggs, Flour",2,96,57.6,192,True,Business,2025-04-19,2025-04-23,4,33,Other,Debit Card,Single,0,2.3,Cloth Bag,2025-04-19
Muffin,Baked Goods,"Sugar, Cocoa, Baking Powder",2,181,108.6,362,True,Individual,2025-04-24,2025-04-29,5,18,Other,Debit Card,Single,1,2.4,Plastic Wrap,2025-04-24
Vanilla Cupcake,Baked Goods,"Cocoa, Butter, Milk",3,257,154.2,771,False,Business,2025-04-17,2025-04-23,6,36,Female,UPI,Bulk,1,3.6,Paper Box,2025-04-17
Chocolate Cake,Pastries,"Baking Powder, Flour, Butter",1,95,57.0,95,False,Individual,2025-04-18,2025-04-21,3,50,Male,Cash,Single,2,2.4,Cloth Bag,2025-04-18
Muffin,Pastries,"Flour, Baking Powder, Eggs",2,79,47.4,158,True,Individual,2025-04-23,2025-04-29,6,31,Other,Debit Card,Bulk,0,1.8,Paper Box,2025-04-23
Fruit Tart,Pastries,"Cocoa, Butter, Baking Powder",3,51,30.6,153,True,Family,2025-04-18,2025-04-22,4,51,Female,Cash,Single,0,3.9,Plastic Wrap,2025-04-18
Cheese Pastry,Baked Goods,"Flour, Cocoa, Eggs",1,109,65.4,109,False,Family,2025-04-12,2025-04-16,4,45,Other,Debit Card,Single,1,2.5,Cloth Bag,2025-04-12
Cheese Pastry,Cakes,"Flour, Butter, Sugar",1,157,94.2,157,True,Business,2025-04-17,2025-04-21,4,54,Other,Debit Card,Single,0,3.1,Cloth Bag,2025-04-17
Muffin,Tarts,"Eggs, Cocoa, Milk",2,160,96.0,320,False,Individual,2025-04-19,2025-04-22,3,52,Male,UPI,Single,1,2.3,Paper Box,2025-04-19
Chocolate Cake,Cakes,"Sugar, Baking Powder, Eggs",2,54,32.4,108,True,Business,2025-04-15,2025-04-21,6,60,Female,Debit Card,Single,2,3.9,Plastic Wrap,2025-04-15
Cheese Pastry,Cakes,"Eggs, Sugar, Cocoa",1,101,60.6,101,False,Business,2025-04-13,2025-04-17,4,23,Other,UPI,Bulk,0,2.9,Plastic Wrap,2025-04-13
Sourdough,Cakes,"Cocoa, Milk, Flour",1,221,132.6,221,False,Business,2025-04-13,2025-04-17,4,31,Female,Debit Card,Bulk,1,1.3,Plastic Wrap,2025-04-13
Chocolate Cake,Baked Goods,"Baking Powder, Eggs, Flour",3,156,93.6,468,False,Family,2025-04-11,2025-04-16,5,60,Female,Cash,Single,2,4.9,Paper Box,2025-04-11
Croissant,Cakes,"Milk, Eggs, Sugar",2,227,136.2,454,False,Individual,2025-04-11,2025-04-15,4,59,Other,Cash,Single,2,3.7,Paper Box,2025-04-11
Fruit Tart,Pastries,"Eggs, Milk, Baking Powder",2,148,88.8,296,False,Business,2025-04-21,2025-04-25,4,35,Female,Cash,Single,1,1.7,Cloth Bag,2025-04-21
Vanilla Cupcake,Baked Goods,"Milk, Baking Powder, Butter",3,260,156.0,780,False,Business,2025-04-12,2025-04-15,3,19,Female,Credit Card,Bulk,2,3.0,Cloth Bag,2025-04-12
Fruit Tart,Tarts,"Eggs, Sugar, Milk",2,136,81.6,272,False,Business,2025-04-13,2025-04-18,5,39,Male,UPI,Single,0,2.7,Paper Box,2025-04-13
Chocolate Cake,Cakes,"Flour, Cocoa, Butter",3,73,43.8,219,True,Business,2025-04-17,2025-04-22,5,59,Male,Cash,Bulk,1,4.7,Cloth Bag,2025-04-17
Muffin,Tarts,"Eggs, Milk, Sugar",3,181,108.6,543,True,Family,2025-04-13,2025-04-19,6,28,Other,UPI,Bulk,2,2.7,Cloth Bag,2025-04-13
Chocolate Cake,Cakes,"Milk, Flour, Baking Powder",2,177,106.2,354,True,Individual,2025-04-19,2025-04-23,4,32,Male,UPI,Bulk,0,4.0,Cloth Bag,2025-04-19
Brownie,Tarts,"Sugar, Baking Powder, Butter",3,95,57.0,285,False,Business,2025-04-10,2025-04-13,3,56,Female,Cash,Bulk,2,3.5,Cloth Bag,2025-04-10
Muffin,Pastries,"Flour, Baking Powder, Eggs",1,283,169.8,283,False,Family,2025-04-10,2025-04-16,6,49,Male,UPI,Bulk,0,3.2,Cloth Bag,2025-04-10
Brownie,Baked Goods,"Sugar, Baking Powder, Butter",1,90,54.0,90,True,Family,2025-04-10,2025-04-15,5,57,Male,Debit Card,Single,0,3.6,Cloth Bag,2025-04-10
Brownie,Baked Goods,"Baking Powder, Cocoa, Sugar",3,57,34.2,171,False,Business,2025-04-18,2025-04-24,6,53,Other,Credit Card,Bulk,1,4.9,Paper Box,2025-04-18
Chocolate Cake,Baked Goods,"Flour, Cocoa, Baking Powder",1,196,117.6,196,False,Business,2025-04-17,2025-04-23,6,43,Female,Credit Card,Single,2,1.6,Paper Box,2025-04-17
Muffin,Cupcakes,"Eggs, Flour, Baking Powder",1,183,109.8,183,True,Individual,2025-04-20,2025-04-23,3,21,Other,Cash,Single,0,2.1,Plastic Wrap,2025-04-20
Cheese Pastry,Baked Goods,"Flour, Eggs, Cocoa",3,91,54.6,273,True,Family,2025-04-24,2025-04-29,5,35,Male,UPI,Single,2,3.3,Paper Box,2025-04-24
Muffin,Cakes,"Butter, Flour, Sugar",2,148,88.8,296,True,Individual,2025-04-24,2025-04-30,6,54,Female,Debit Card,Single,0,4.4,Cloth Bag,2025-04-24
Cheese Pastry,Baked Goods,"Sugar, Cocoa, Butter",3,219,131.4,657,False,Family,2025-04-15,2025-04-20,5,24,Female,Credit Card,Bulk,1,4.5,Paper Box,2025-04-15
Sourdough,Cakes,"Flour, Milk, Sugar",1,84,50.4,84,False,Individual,2025-04-22,2025-04-26,4,30,Male,UPI,Single,1,3.7,Plastic Wrap,2025-04-22
Vanilla Cupcake,Cakes,"Flour, Eggs, Cocoa",1,195,117.0,195,True,Family,2025-04-12,2025-04-15,3,29,Other,Credit Card,Single,1,1.6,Paper Box,2025-04-12
Chocolate Cake,Cakes,"Milk, Baking Powder, Sugar",2,178,106.8,356,False,Individual,2025-04-20,2025-04-25,5,60,Female,Credit Card,Single,2,1.1,Plastic Wrap,2025-04-20
Sourdough,Tarts,"Butter, Baking Powder, Milk",1,253,151.8,253,True,Individual,2025-04-17,2025-04-20,3,29,Female,UPI,Bulk,0,1.2,Paper Box,2025-04-17
Croissant,Cakes,"Cocoa, Eggs, Butter",2,276,165.6,552,True,Individual,2025-04-18,2025-04-22,4,32,Other,Credit Card,Single,0,3.8,Paper Box,2025-04-18
Fruit Tart,Cakes,"Butter, Eggs, Milk",1,271,162.6,271,True,Business,2025-04-24,2025-04-28,4,53,Female,Debit Card,Single,0,4.0,Cloth Bag,2025-04-24
Muffin,Cupcakes,"Eggs, Sugar, Baking Powder",2,60,36.0,120,False,Family,2025-04-20,2025-04-25,5,56,Male,UPI,Single,1,1.7,Paper Box,2025-04-20
Vanilla Cupcake,Pastries,"Flour, Sugar, Butter",2,98,58.8,196,False,Individual,2025-04-24,2025-04-27,3,42,Male,Debit Card,Bulk,0,3.6,Cloth Bag,2025-04-24
Chocolate Cake,Baked Goods,"Cocoa, Eggs, Sugar",1,86,51.6,86,False,Individual,2025-04-15,2025-04-21,6,60,Female,UPI,Single,0,4.9,Plastic Wrap,2025-04-15
